Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Strand
ENSBTAG00000003304	5	25977799	25980483	-1
ENSBTAG00000009634	5	25997501	26000142	-1
ENSBTAG00000009238	5	26002104	26016051	-1
ENSBTAG00000012149	5	26020286	26023408	-1
ENSBTAG00000005606	5	26029920	26032423	-1
ENSBTAG00000004556	5	101438341	101451219	-1
ENSBTAG00000003278	5	26042341	26047427	-1
ENSBTAG00000012890	5	62746005	62752373	1
ENSBTAG00000006879	5	26057080	26059552	-1
ENSBTAG00000000924	5	26076092	26077683	-1
ENSBTAG00000000923	5	26085798	26093573	-1
ENSBTAG00000021660	5	62757513	62781346	-1
ENSBTAG00000052958	5	26122988	26123498	1
ENSBTAG00000019742	5	101544589	101563703	1
ENSBTAG00000019741	5	101566575	101575901	-1
ENSBTAG00000021661	5	62784906	62888247	1
ENSBTAG00000020237	5	101591716	101603472	1
ENSBTAG00000015016	5	26328331	26342538	1
ENSBTAG00000038490	5	101616709	101629916	1
ENSBTAG00000005735	5	26370053	26378227	1
ENSBTAG00000023635	5	101642768	101659913	1
ENSBTAG00000005863	5	26419016	26509448	1
ENSBTAG00000012185	5	101675072	101710556	-1
ENSBTAG00000002401	5	26517673	26518582	1
ENSBTAG00000000435	5	26518832	26524457	-1
ENSBTAG00000039347	5	101685006	101693399	1
ENSBTAG00000020758	5	26525843	26540451	1
ENSBTAG00000020757	5	26540444	26559860	-1
ENSBTAG00000019669	5	101786078	101818046	1
ENSBTAG00000030994	5	62889233	63318266	-1
ENSBTAG00000053242	5	101827292	101831737	-1
ENSBTAG00000025812	5	62897168	62900205	-1
ENSBTAG00000026916	5	26568370	26571613	-1
ENSBTAG00000018524	5	26591483	26597710	-1
ENSBTAG00000013979	5	63864751	63899114	-1
ENSBTAG00000003021	5	26607778	26642792	-1
ENSBTAG00000033292	5	26686615	26694323	1
ENSBTAG00000020179	5	26700451	26716539	1
ENSBTAG00000048834	5	63992747	63992944	1
ENSBTAG00000006040	5	64074489	64165062	-1
ENSBTAG00000053486	5	101904432	101967182	1
ENSBTAG00000013842	5	64170245	64189511	1
ENSBTAG00000020177	5	26716865	26724410	-1
ENSBTAG00000008935	5	26724888	26729058	-1
ENSBTAG00000013859	5	64220436	64277577	1
ENSBTAG00000001088	5	64296337	64335689	1
ENSBTAG00000008934	5	26730162	26752001	-1
ENSBTAG00000013596	5	64396366	64475743	1
ENSBTAG00000008933	5	26757885	26760156	-1
ENSBTAG00000007592	5	26774193	26794835	1
ENSBTAG00000018993	5	26796739	26811772	1
ENSBTAG00000049308	5	64482719	64517445	1
ENSBTAG00000046481	5	26813793	26820606	-1
ENSBTAG00000007829	5	26821653	26847931	1
ENSBTAG00000005623	5	26867427	26877858	-1
ENSBTAG00000021467	5	26878956	26883908	-1
ENSBTAG00000021464	5	26888287	26902878	1
ENSBTAG00000006904	5	26903397	26921895	-1
ENSBTAG00000004145	5	64586995	65019424	1
ENSBTAG00000006883	5	26925465	26949409	-1
ENSBTAG00000011525	5	65045132	65111413	-1
ENSBTAG00000003239	5	65183368	65269247	1
ENSBTAG00000001517	5	26998530	27002595	-1
ENSBTAG00000000836	5	27039437	27047690	1
ENSBTAG00000039967	5	27084247	27092894	1
ENSBTAG00000012676	5	27098480	27108554	1
ENSBTAG00000012034	5	27117923	27124833	1
ENSBTAG00000045662	5	27135903	27142693	1
ENSBTAG00000050617	5	27157755	27161705	1
ENSBTAG00000053300	5	27169894	27170427	-1
ENSBTAG00000027974	5	27188573	27197012	1
ENSBTAG00000045770	5	27205200	27218221	1
ENSBTAG00000046089	5	27227791	27233514	1
ENSBTAG00000039261	5	27256551	27264074	1
ENSBTAG00000037638	5	27269589	27280057	1
ENSBTAG00000007904	5	27289799	27302328	1
ENSBTAG00000000619	5	27312578	27339251	1
ENSBTAG00000038384	5	27366774	27373266	1
ENSBTAG00000039425	5	27384131	27389818	1
ENSBTAG00000038033	5	27403486	27408998	1
ENSBTAG00000040019	5	27420179	27424954	1
ENSBTAG00000016121	5	27456255	27467771	1
ENSBTAG00000054953	5	27470665	27482792	1
ENSBTAG00000007145	5	27485363	27498526	1
ENSBTAG00000047872	5	27505582	27513625	1
ENSBTAG00000000400	5	27519707	27531883	1
ENSBTAG00000026880	5	27536710	27555398	-1
ENSBTAG00000007144	5	27570607	27577406	1
ENSBTAG00000013720	5	27585437	27592399	-1
ENSBTAG00000006739	5	27600962	27607091	1
ENSBTAG00000052798	5	27628332	27633606	-1
ENSBTAG00000054816	5	27639400	27644675	-1
ENSBTAG00000054136	5	27650469	27655743	-1
ENSBTAG00000016166	5	27660828	27673135	1
ENSBTAG00000011883	5	65275298	65284728	-1
ENSBTAG00000008020	5	65308669	65308998	1
ENSBTAG00000009904	5	65323700	65337081	1
ENSBTAG00000016165	5	27674854	27689030	-1
ENSBTAG00000011392	5	65398362	65500279	1
ENSBTAG00000054128	5	101922337	101923994	-1
ENSBTAG00000007204	5	27732717	27757234	1
ENSBTAG00000048643	5	65481772	65483013	-1
ENSBTAG00000051330	5	102009961	102067015	1
ENSBTAG00000048888	5	27805310	27805829	-1
ENSBTAG00000002490	5	65511775	65543424	1
ENSBTAG00000000510	5	27808212	27814034	-1
ENSBTAG00000000507	5	27820352	27839685	-1
ENSBTAG00000002492	5	65541083	65548189	-1
ENSBTAG00000019409	5	65570868	65655965	-1
ENSBTAG00000021658	5	27865700	27873793	-1
ENSBTAG00000013555	5	27884739	27915481	-1
ENSBTAG00000013843	5	27943530	27957768	-1
ENSBTAG00000017287	5	65703174	65738912	1
ENSBTAG00000012793	5	65786921	65789646	1
ENSBTAG00000017113	5	27974153	27976040	-1
ENSBTAG00000002673	5	28040793	28042763	1
ENSBTAG00000000021	5	65820520	65886932	-1
ENSBTAG00000000022	5	65900759	65952780	-1
ENSBTAG00000039709	5	65952796	66019889	1
ENSBTAG00000013008	5	66019470	66021457	-1
ENSBTAG00000021339	5	28054725	28174539	-1
ENSBTAG00000048875	5	102086748	102147556	1
ENSBTAG00000051413	5	66136704	66143243	-1
ENSBTAG00000011082	5	66191602	66264083	-1
ENSBTAG00000052355	5	102220411	102267444	1
ENSBTAG00000049055	5	66303685	66307480	1
ENSBTAG00000017950	5	28307834	28382599	-1
ENSBTAG00000049207	5	28407300	28408310	1
ENSBTAG00000017943	5	28415108	28453480	1
ENSBTAG00000008900	5	28460087	28474991	1
ENSBTAG00000008897	5	28477745	28515837	1
ENSBTAG00000012794	5	66613984	66732963	-1
ENSBTAG00000001983	5	28521680	28547602	1
ENSBTAG00000004349	5	28547803	28552009	-1
ENSBTAG00000024318	5	102477517	102503677	1
ENSBTAG00000016362	5	28570674	28590702	1
ENSBTAG00000051039	5	28594348	28598234	1
ENSBTAG00000016227	5	66733093	66733752	1
ENSBTAG00000019312	5	28610714	28664527	1
ENSBTAG00000010928	5	28671342	28684721	1
ENSBTAG00000010924	5	28687647	28695321	-1
ENSBTAG00000032914	5	28723262	28753680	1
ENSBTAG00000049198	5	28778104	28782614	-1
ENSBTAG00000006010	5	67273124	67445234	1
ENSBTAG00000006013	5	67451740	67511409	-1
ENSBTAG00000027899	5	67513228	67590364	-1
ENSBTAG00000003362	5	67600075	67618814	1
ENSBTAG00000048280	5	67619641	67626496	-1
ENSBTAG00000032902	5	28846446	28868817	1
ENSBTAG00000052511	5	102565488	102615132	-1
ENSBTAG00000032899	5	28913670	28916339	-1
ENSBTAG00000002355	5	28936847	28954650	1
ENSBTAG00000021633	5	67632504	67653338	1
ENSBTAG00000047358	5	28969375	28982649	-1
ENSBTAG00000000925	5	67653907	67696157	-1
ENSBTAG00000025005	5	28996023	29007097	-1
ENSBTAG00000038893	5	29010266	29011828	-1
ENSBTAG00000050872	5	29049126	29084835	-1
ENSBTAG00000020933	5	67711299	67799061	1
ENSBTAG00000030744	5	67769135	67787287	-1
ENSBTAG00000018131	5	29107518	29171842	-1
ENSBTAG00000013912	5	67898938	67961973	1
ENSBTAG00000005246	5	29182879	29412313	-1
ENSBTAG00000010644	5	68044447	68306547	1
ENSBTAG00000032790	5	29261206	29261517	1
ENSBTAG00000017164	5	29433902	29503457	-1
ENSBTAG00000021875	5	68361613	68504478	-1
ENSBTAG00000023546	5	29562885	29584566	1
ENSBTAG00000021196	5	68528021	68565881	1
ENSBTAG00000006326	5	68542281	68603070	-1
ENSBTAG00000012342	5	29637176	29729199	1
ENSBTAG00000017395	5	29736126	29766044	1
ENSBTAG00000000808	5	29782810	29787103	-1
ENSBTAG00000016296	5	29788762	29795178	-1
ENSBTAG00000033735	5	68640524	68696996	1
ENSBTAG00000037935	5	29799573	29810207	-1
ENSBTAG00000030784	5	68701383	68753242	-1
ENSBTAG00000000970	5	29812653	29835158	-1
ENSBTAG00000012784	5	29851713	29890966	1
ENSBTAG00000026813	5	29897816	29914225	-1
ENSBTAG00000008374	5	29926245	29931719	-1
ENSBTAG00000017504	5	29983972	30018827	1
ENSBTAG00000010457	5	69476203	69552137	-1
ENSBTAG00000011913	5	69631578	69639265	-1
ENSBTAG00000002127	5	69672951	69713610	1
ENSBTAG00000017781	5	30042064	30047717	1
ENSBTAG00000004851	5	30062441	30093874	1
ENSBTAG00000018588	5	30112133	30128722	-1
ENSBTAG00000004781	5	69721989	69837859	1
ENSBTAG00000016593	5	30151294	30202352	1
ENSBTAG00000016589	5	30202309	30240990	-1
ENSBTAG00000025837	5	69980577	70051146	1
ENSBTAG00000000147	5	70063366	70163866	1
ENSBTAG00000053105	5	70229099	70245758	1
ENSBTAG00000019283	5	30233506	30249541	1
ENSBTAG00000019281	5	30264979	30274823	1
ENSBTAG00000010144	5	70252258	70257832	-1
ENSBTAG00000019277	5	30274565	30293396	-1
ENSBTAG00000010149	5	70260351	70355222	-1
ENSBTAG00000004660	5	30304006	30378369	-1
ENSBTAG00000001858	5	70564582	70565501	1
ENSBTAG00000016398	5	30470981	30474172	-1
ENSBTAG00000032567	5	30485107	30487859	1
ENSBTAG00000008499	5	30487010	30495995	-1
ENSBTAG00000027064	5	70577672	70908786	1
ENSBTAG00000004654	5	70931732	70950944	1
ENSBTAG00000017864	5	30519199	30522802	-1
ENSBTAG00000037775	5	30540409	30548298	-1
ENSBTAG00000012999	5	70974100	70998583	-1
ENSBTAG00000039992	5	30565046	30572546	-1
ENSBTAG00000046402	5	71006144	71006650	1
ENSBTAG00000011070	5	71017594	71038972	-1
ENSBTAG00000001489	5	30656035	30660484	1
ENSBTAG00000052201	5	30668973	30669410	1
ENSBTAG00000012244	5	30699220	30703581	1
ENSBTAG00000044048	5	30713730	30726323	1
ENSBTAG00000011071	5	71042373	71086800	-1
ENSBTAG00000000124	5	30728408	30733209	1
ENSBTAG00000020634	5	71099853	71120096	1
ENSBTAG00000006557	5	30752743	30755981	1
ENSBTAG00000020636	5	71116001	71201217	-1
ENSBTAG00000014429	5	30764350	30796550	1
ENSBTAG00000020638	5	71388890	71459269	1
ENSBTAG00000014426	5	30799602	30814717	1
ENSBTAG00000050644	5	71461978	71612550	-1
ENSBTAG00000030683	5	71698793	71702575	1
ENSBTAG00000014424	5	30816500	30821420	1
ENSBTAG00000015364	5	30832513	30835596	-1
ENSBTAG00000018556	5	71706750	71712324	1
ENSBTAG00000015347	5	30841487	30847512	1
ENSBTAG00000026666	5	71726971	71732441	-1
ENSBTAG00000051755	5	30855679	30871054	1
ENSBTAG00000015828	5	30881465	30913799	1
ENSBTAG00000015825	5	30885533	30893751	-1
ENSBTAG00000018773	5	30923412	30930391	1
ENSBTAG00000021810	5	30934162	30948954	1
ENSBTAG00000021808	5	30949783	30962180	-1
ENSBTAG00000021953	5	71806170	72364695	-1
ENSBTAG00000005464	5	30987932	31009399	1
ENSBTAG00000050603	5	102627214	102694488	-1
ENSBTAG00000054993	5	31009724	31038556	-1
ENSBTAG00000053499	5	72185256	72185507	1
ENSBTAG00000005861	5	31054293	31090446	1
ENSBTAG00000002693	5	31099793	31117905	1
ENSBTAG00000007674	5	73357105	73374540	1
ENSBTAG00000010533	5	73508916	73543335	1
ENSBTAG00000005859	5	31183432	31213145	1
ENSBTAG00000051046	5	31204855	31290660	-1
ENSBTAG00000045785	5	73547847	73588700	1
ENSBTAG00000038290	5	31313747	31314682	-1
ENSBTAG00000007706	5	31354912	31355844	-1
ENSBTAG00000050247	5	31384140	31385081	-1
ENSBTAG00000051668	5	31401345	31402268	-1
ENSBTAG00000054691	5	31435621	31436577	-1
ENSBTAG00000049861	5	102768087	102819373	-1
ENSBTAG00000015582	5	73623293	73630548	1
ENSBTAG00000038670	5	31462475	31463413	-1
ENSBTAG00000052728	5	31486313	31487248	-1
ENSBTAG00000016996	5	31543719	31568121	-1
ENSBTAG00000015595	5	73633313	73651860	1
ENSBTAG00000050238	5	31608548	31609465	1
ENSBTAG00000051820	5	31692847	31693776	1
ENSBTAG00000014748	5	31731543	31732472	1
ENSBTAG00000004181	5	31836359	31837288	1
ENSBTAG00000016496	5	31932949	31938044	1
ENSBTAG00000053875	5	31950204	31951001	-1
ENSBTAG00000048712	5	31959444	31960241	-1
ENSBTAG00000017116	5	73749045	73760542	1
ENSBTAG00000005333	5	73814162	73829888	-1
ENSBTAG00000049066	5	73866614	73874122	1
ENSBTAG00000032429	5	32071996	32074020	1
ENSBTAG00000032428	5	32094226	32097281	1
ENSBTAG00000002390	5	32109728	32111603	-1
ENSBTAG00000000289	5	32135753	32144434	1
ENSBTAG00000000286	5	32145678	32189023	-1
ENSBTAG00000020125	5	73899444	74189188	-1
ENSBTAG00000012423	5	32190514	32240416	1
ENSBTAG00000039256	5	102831822	102863546	-1
ENSBTAG00000013155	5	32283180	32313172	1
ENSBTAG00000000454	5	32318296	32323859	-1
ENSBTAG00000016414	5	32376365	32440330	1
ENSBTAG00000050301	5	102892712	102893341	1
ENSBTAG00000050749	5	102915951	103003566	-1
ENSBTAG00000046392	5	74266329	74267210	1
ENSBTAG00000049297	5	74275836	74288145	1
ENSBTAG00000037799	5	74303467	74319127	1
ENSBTAG00000026819	5	32462230	32499023	1
ENSBTAG00000052884	5	74349226	74357538	1
ENSBTAG00000055135	5	74358375	74359379	-1
ENSBTAG00000048740	5	74439512	74452245	-1
ENSBTAG00000050417	5	74480533	74487043	-1
ENSBTAG00000039524	5	74501674	74571162	-1
ENSBTAG00000038652	5	74561455	74585374	1
ENSBTAG00000040244	5	74600517	74612469	1
ENSBTAG00000054245	5	103022590	103086215	-1
ENSBTAG00000012192	5	74623518	74628935	-1
ENSBTAG00000000667	5	74694651	74711373	1
ENSBTAG00000010402	5	74719956	74805905	-1
ENSBTAG00000032331	5	32498984	32507826	-1
ENSBTAG00000000014	5	74883636	74893752	-1
ENSBTAG00000006828	5	32528576	32550135	1
ENSBTAG00000000015	5	74905031	74919112	-1
ENSBTAG00000001988	5	74925192	74939376	-1
ENSBTAG00000012275	5	32563233	32580351	1
ENSBTAG00000054427	5	74968832	74971881	-1
ENSBTAG00000018690	5	32579244	32627762	1
ENSBTAG00000010865	5	74969135	75090284	-1
ENSBTAG00000026657	5	75135020	75158505	-1
ENSBTAG00000008137	5	75145365	75145619	1
ENSBTAG00000019159	5	75176504	75193657	-1
ENSBTAG00000038027	5	32939365	32944050	-1
ENSBTAG00000010490	5	103177675	103195053	-1
ENSBTAG00000011838	5	33019566	33169810	-1
ENSBTAG00000002025	5	33169556	33172868	1
ENSBTAG00000007531	5	75265852	75284401	1
ENSBTAG00000008129	5	103220647	103250646	-1
ENSBTAG00000009064	5	75349088	75370432	1
ENSBTAG00000050492	5	33314100	33315218	-1
ENSBTAG00000052030	5	33349674	33350792	-1
ENSBTAG00000014197	5	33400460	33483891	1
ENSBTAG00000008127	5	103251544	103258418	1
ENSBTAG00000030652	5	75415497	75433378	-1
ENSBTAG00000030650	5	75435115	75442678	-1
ENSBTAG00000030648	5	75441888	75452001	1
ENSBTAG00000030646	5	75479863	75490596	1
ENSBTAG00000016204	5	103273388	103298036	1
ENSBTAG00000037743	5	103320283	103327176	1
ENSBTAG00000011105	5	33850777	33865222	1
ENSBTAG00000008612	5	103358822	103387417	1
ENSBTAG00000000859	5	33940564	33993305	1
ENSBTAG00000004840	5	103407687	103419088	-1
ENSBTAG00000032152	5	75494237	75529894	-1
ENSBTAG00000013127	5	103451002	103487994	1
ENSBTAG00000013126	5	103486417	103493327	-1
ENSBTAG00000013123	5	103493143	103497684	1
ENSBTAG00000020294	5	103502498	103518817	-1
ENSBTAG00000016345	5	75550213	75591439	-1
ENSBTAG00000018828	5	103521298	103529979	-1
ENSBTAG00000008074	5	75616456	75629565	-1
ENSBTAG00000008910	5	75635774	75637042	-1
ENSBTAG00000011043	5	75656456	75673313	-1
ENSBTAG00000001810	5	34210393	34303160	1
ENSBTAG00000014237	5	75703658	75734563	1
ENSBTAG00000011274	5	103538156	103547189	-1
ENSBTAG00000011273	5	103546873	103554354	-1
ENSBTAG00000053346	5	103577526	103592690	1
ENSBTAG00000019782	5	103580087	103583951	-1
ENSBTAG00000011087	5	34310775	34518431	-1
ENSBTAG00000019780	5	103584420	103598534	-1
ENSBTAG00000019777	5	103597621	103600970	1
ENSBTAG00000007259	5	75796037	75798511	-1
ENSBTAG00000015043	5	75887878	75903492	-1
ENSBTAG00000016043	5	103602565	103609014	-1
ENSBTAG00000015044	5	75907210	75940103	-1
ENSBTAG00000003598	5	103610117	103623450	-1
ENSBTAG00000016661	5	75988786	76019180	1
ENSBTAG00000034385	5	103623999	103630301	-1
ENSBTAG00000002902	5	34878194	35016323	-1
ENSBTAG00000003255	5	103631360	103654878	-1
ENSBTAG00000030632	5	76107001	76113238	-1
ENSBTAG00000051680	5	103658699	103689603	1
ENSBTAG00000034295	5	103666048	103672761	-1
ENSBTAG00000018451	5	103674096	103679056	-1
ENSBTAG00000014931	5	103691194	103696645	1
ENSBTAG00000000606	5	76301501	76417740	1
ENSBTAG00000011111	5	103713684	103719840	-1
ENSBTAG00000001099	5	103746808	103750911	1
ENSBTAG00000017072	5	103756234	103775871	1
ENSBTAG00000017064	5	103778087	103785354	1
ENSBTAG00000034246	5	103786617	103794308	1
ENSBTAG00000002651	5	77001511	77154610	1
ENSBTAG00000026249	5	34992625	34997925	-1
ENSBTAG00000004541	5	103796256	103806242	1
ENSBTAG00000011399	5	77131742	77158404	1
ENSBTAG00000006635	5	35292254	35329974	1
ENSBTAG00000011395	5	77144456	77205083	-1
ENSBTAG00000014734	5	103817796	103847333	1
ENSBTAG00000014733	5	103848170	103856938	1
ENSBTAG00000030369	5	103857364	103869610	1
ENSBTAG00000014731	5	103870384	103874824	-1
ENSBTAG00000032183	5	35475234	35861464	1
ENSBTAG00000005453	5	77234501	77463105	-1
ENSBTAG00000014730	5	103877217	103901222	-1
ENSBTAG00000014729	5	103902391	103906162	1
ENSBTAG00000032150	5	35523616	35524047	-1
ENSBTAG00000014603	5	103914981	103924356	1
ENSBTAG00000014728	5	103922269	103929825	-1
ENSBTAG00000014725	5	103931998	103937571	-1
ENSBTAG00000006734	5	77487500	77732164	-1
ENSBTAG00000015312	5	103976074	103992749	-1
ENSBTAG00000002631	5	103993588	104018792	1
ENSBTAG00000004211	5	104024027	104036846	1
ENSBTAG00000004208	5	104037216	104055041	-1
ENSBTAG00000004999	5	77923734	77950862	-1
ENSBTAG00000014764	5	104123609	104159392	-1
ENSBTAG00000032148	5	36014715	36610297	-1
ENSBTAG00000020938	5	36650631	36662898	1
ENSBTAG00000014156	5	78176178	78261615	1
ENSBTAG00000000877	5	78272231	78279920	-1
ENSBTAG00000012265	5	104221024	104345680	1
ENSBTAG00000021105	5	36680680	36708918	-1
ENSBTAG00000020315	5	78374551	78590351	1
ENSBTAG00000004718	5	36712229	36730075	1
ENSBTAG00000001161	5	78658638	78688163	1
ENSBTAG00000000395	5	36905169	37122215	1
ENSBTAG00000019373	5	78798259	78840817	1
ENSBTAG00000011758	5	104357908	104359452	1
ENSBTAG00000045574	5	37115332	37119907	1
ENSBTAG00000012246	5	104359792	104696724	1
ENSBTAG00000014106	5	78855488	78922350	1
ENSBTAG00000008596	5	38058247	38171657	1
ENSBTAG00000008595	5	38179856	38354903	-1
ENSBTAG00000005370	5	79807657	80114645	1
ENSBTAG00000019119	5	38354664	38372270	1
ENSBTAG00000005365	5	80123807	80185224	1
ENSBTAG00000015025	5	38456114	38535924	1
ENSBTAG00000015024	5	38545505	38591629	1
ENSBTAG00000054066	5	80207447	80217654	1
ENSBTAG00000011096	5	80232322	80275610	1
ENSBTAG00000011095	5	80281585	80337660	-1
ENSBTAG00000012624	5	39200973	39632049	-1
ENSBTAG00000010223	5	104745602	104823230	-1
ENSBTAG00000007553	5	105143974	105146171	-1
ENSBTAG00000026522	5	105166688	105173672	-1
ENSBTAG00000016646	5	105269006	105270493	-1
ENSBTAG00000047191	5	105332833	105369529	-1
ENSBTAG00000020679	5	39772742	40037754	-1
ENSBTAG00000017378	5	105403376	105441458	-1
ENSBTAG00000005465	5	105474032	105495946	-1
ENSBTAG00000012448	5	81198215	81592476	-1
ENSBTAG00000001020	5	105499533	105523869	1
ENSBTAG00000007556	5	105528525	105552494	-1
ENSBTAG00000040065	5	105578163	105595893	-1
ENSBTAG00000053303	5	105596335	105636049	1
ENSBTAG00000006800	5	105667368	105679381	1
ENSBTAG00000030343	5	105717373	105726492	1
ENSBTAG00000006538	5	81846047	81858436	1
ENSBTAG00000016650	5	105732531	105747498	-1
ENSBTAG00000006530	5	81860450	81860701	-1
ENSBTAG00000016649	5	105763459	105787132	-1
ENSBTAG00000006372	5	82047183	82063595	-1
ENSBTAG00000030622	5	82070566	82077399	1
ENSBTAG00000006369	5	82081715	82125299	-1
ENSBTAG00000022083	5	82133898	82134596	-1
ENSBTAG00000016260	5	40461232	40666425	-1
ENSBTAG00000000275	5	106112459	106146167	1
ENSBTAG00000004283	5	82135506	82342855	-1
ENSBTAG00000018940	5	106146546	106298766	1
ENSBTAG00000009447	5	106319032	106389988	-1
ENSBTAG00000002775	5	82248112	82251155	1
ENSBTAG00000011804	5	82469958	82557915	-1
ENSBTAG00000043962	5	40812848	41331737	1
ENSBTAG00000011798	5	82567378	82646675	-1
ENSBTAG00000020699	5	106485063	106549798	1
ENSBTAG00000005082	5	82772595	82782365	-1
ENSBTAG00000006985	5	82791610	82832235	1
ENSBTAG00000038043	5	41480497	41573833	1
ENSBTAG00000049163	5	106553214	106745949	-1
ENSBTAG00000019788	5	106773101	106835002	-1
ENSBTAG00000004532	5	82845307	82866184	-1
ENSBTAG00000052661	5	82850967	82851194	1
ENSBTAG00000052603	5	106836212	106837627	-1
ENSBTAG00000013515	5	82866000	82896085	1
ENSBTAG00000015879	5	106845510	106875967	-1
ENSBTAG00000015878	5	106876984	106886490	-1
ENSBTAG00000015875	5	106886687	106900663	1
ENSBTAG00000004832	5	41732670	41918813	1
ENSBTAG00000030325	5	106901262	106904482	1
ENSBTAG00000007611	5	106920227	106927024	1
ENSBTAG00000007609	5	106928836	106938181	-1
ENSBTAG00000048924	5	41981007	41985115	-1
ENSBTAG00000007605	5	106946944	106955086	-1
ENSBTAG00000050785	5	106971406	106988386	1
ENSBTAG00000007093	5	106982821	106999621	1
ENSBTAG00000002313	5	82983642	83572811	1
ENSBTAG00000020914	5	42193677	42472416	1
ENSBTAG00000011902	5	106998953	107014573	-1
ENSBTAG00000019058	5	107048490	107137449	1
ENSBTAG00000015311	5	42611538	42884729	1
ENSBTAG00000000393	5	83676933	83723213	-1
ENSBTAG00000030575	5	83818249	83821356	1
ENSBTAG00000038415	5	107148045	107165693	-1
ENSBTAG00000015296	5	42885405	43010556	1
ENSBTAG00000014525	5	107170136	107208656	-1
ENSBTAG00000021980	5	83871044	83894327	-1
ENSBTAG00000003749	5	43038800	43120159	-1
ENSBTAG00000054094	5	43113516	43114855	1
ENSBTAG00000020472	5	107225327	107290351	-1
ENSBTAG00000003748	5	43134292	43266434	-1
ENSBTAG00000000749	5	84446036	84472173	1
ENSBTAG00000055210	5	84604408	84605965	1
ENSBTAG00000023274	5	107248410	107257399	1
ENSBTAG00000000049	5	107294769	107321571	1
ENSBTAG00000009778	5	84749225	84789041	1
ENSBTAG00000026624	5	84792354	84799340	-1
ENSBTAG00000002972	5	84818340	84887228	1
ENSBTAG00000014829	5	43516703	43642194	-1
ENSBTAG00000008553	5	107337753	107434583	1
ENSBTAG00000019711	5	84887467	84938013	-1
ENSBTAG00000008554	5	107436492	107509112	-1
ENSBTAG00000031950	5	43657005	43713702	-1
ENSBTAG00000005221	5	107577726	107706571	1
ENSBTAG00000013825	5	85057073	85174596	1
ENSBTAG00000002931	5	43762572	43817060	1
ENSBTAG00000019157	5	43863320	43866402	1
ENSBTAG00000019156	5	43869187	43884991	-1
ENSBTAG00000019155	5	43894715	43908506	-1
